"","gene_id","WTn_1_WTn_2_WTn_3_0","WTn_1_WTn_2_WTn_3_1","WTn_1_WTn_2_WTn_3_2","WT6h_1_WT6h_2_WT6h_3_0","WT6h_1_WT6h_2_WT6h_3_1","WT6h_1_WT6h_2_WT6h_3_2","KOn_1_KOn_2_KOn_3_0","KOn_1_KOn_2_KOn_3_1","KOn_1_KOn_2_KOn_3_2","KO6h_1_KO6h_2_KO6h_3_0","KO6h_1_KO6h_2_KO6h_3_1","KO6h_1_KO6h_2_KO6h_3_2","gene_short_name"
"6180","XLOC_006180",0.12738,0.144656,0.22091,0,0.0715014,0.068398,0.167953,0.0646694,0.226833,0.198212,0.0688642,0.216099,"G630016D24Rik"
"6181","XLOC_006181",0,0,0,0,0,0,0,0,0,0,0,0,"Snord58b"
"6182","XLOC_006182",0.149779,0.0719146,0.108561,0.0626823,0.0184389,0.0174648,0.0691121,0.0761446,0.141695,0.00869633,0.0522087,0.028179,"Rpgrip1"
"6183","XLOC_006183",18.3238,20.5966,19.8352,59.6102,59.2166,62.974,21.1128,19.9519,18.7359,63.0511,60.589,66.0236,"Tox4"
"6184","XLOC_006184",0,0,0,0,0,0,0,0,0.101378,0,0,0,"Olfr1509"
"6185","XLOC_006185",10.406,6.87864,6.86417,1.4766,1.93263,0.692155,3.88794,5.11409,3.30962,0.893327,0.185147,0.722544,NA
"6186","XLOC_006186",5.93831,4.47019,5.86252,0.904681,1.13867,0.607531,5.81458,3.91472,5.34964,0.717148,0.753477,0.646654,"A430107P09Rik"
"6187","XLOC_006187",0.113835,0.128568,0.0973506,0,0.213852,0.179985,0.0592827,0.0275893,0,0,0,0.175517,"A430107P09Rik"
"6188","XLOC_006188",43.8569,36.7928,36.1484,6.01292,6.18435,7.02831,45.2309,40.5434,41.2976,11.6958,9.4745,11.615,"Abhd4"
"6189","XLOC_006189",14.3826,13.3671,12.671,7.84806,7.37171,8.30585,17.9136,17.812,16.946,7.85901,7.74697,8.05585,"Oxa1l"
"6190","XLOC_006190",57.6737,82.7722,65.6915,264.653,278.003,288.827,51.1298,69.625,67.3152,307.432,308.537,276.224,"Mrpl52"
"6191","XLOC_006191",7.2993,21.3969,18.1233,235.566,230.425,224.878,3.90003,13.6072,9.70096,175.531,176.256,171.005,"Mmp14"
"6192","XLOC_006192",36.8547,41.9854,38.038,132.624,136.509,136.617,37.8404,38.1887,40.1139,157.68,157.074,160.15,"Lrp10"
"6193","XLOC_006193",0,0,0,0,0,0,0,0,0,0,0.0362663,0.0382432,"Rem2"
"6194","XLOC_006194",0.0486556,0.0411908,0.0523492,0.16169,0.12273,0.108878,0.028555,0.0271461,0.0288196,0.133827,0.0343859,0.145366,"Psmb11"
"6195","XLOC_006195",1.12243,1.44869,1.27944,1.81169,1.70815,1.5493,1.00829,1.15082,1.27729,1.36749,1.39059,1.66864,"4930579G18Rik"
"6196","XLOC_006196",8.76371,8.24999,8.2783,12.2227,13.1439,13.1857,10.2714,9.29601,9.81883,15.6748,14.5703,14.0565,"1700123O20Rik"
"6197","XLOC_006197",3.92113,4.08066,4.04611,7.33796,8.54199,9.70923,4.42759,4.01611,3.99328,8.05811,7.85881,8.67953,"Bcl2l2"
"6198","XLOC_006198",9.65843,10.1294,10.2337,16.596,16.3143,18.4283,9.50831,9.00759,11.9466,13.9064,14.5064,14.0371,"Pabpn1"
"6199","XLOC_006199",0,0,0,0,0,0,0,0,0,0,0,0,"Il25"
"6200","XLOC_006200",0,0,0,0,0,0,0,0,0,0,0,0,"Cmtm5"
"6201","XLOC_006201",0,0,0,0,0,0,0,0,0,0,0,0,"D830015G02Rik"
"6202","XLOC_006202",9.28045,9.544,7.94038,12.6695,11.8592,12.5149,10.3219,8.34156,10.5274,8.70456,10.1498,10.5762,"Ngdn"
"6203","XLOC_006203",0.662834,0.358989,0.607019,0.474137,0.815865,0.598171,0.642924,0.356552,0.555038,0.686468,0.856792,0.989351,"Zfhx2as"
"6204","XLOC_006204",2.81082,2.18668,0.747693,0.723063,0,0.487794,1.39004,0.734636,1.22206,0.393573,0,0,NA
"6205","XLOC_006205",3.35299,3.30213,3.50971,1.59703,1.73493,1.56818,3.54514,3.17942,3.52212,1.64263,1.38708,1.61337,"Thtpa"
"6206","XLOC_006206",0,0,0,0,0,0,0,0,0,0,0,0,"Dhrs2"
"6207","XLOC_006207",7.00384,6.93092,5.31824,3.42606,3.64108,4.84587,6.78336,6.29461,6.46156,5.50085,4.08996,4.71528,"Dhrs4"
"6208","XLOC_006208",0.0140122,0.0157645,0.0362559,0.0118985,0,0.01066,0.0223751,0.0108572,0.0320549,0,0.011971,0,"Lrrc16b"
"6209","XLOC_006209",0,0,0,0,0,0,0,0,0,0,0,0,"Cpne6"
"6210","XLOC_006210",8.06223,5.58012,6.96998,0.250892,0.229958,0.228228,10.0332,9.01189,7.99432,0.387831,0.445234,0.25769,"Pck2"
"6211","XLOC_006211",17.2097,19.4952,18.791,12.8885,11.5196,13.0267,19.4285,20.5256,17.9594,12.4118,13.9234,13.4072,"Dcaf11"
"6212","XLOC_006212",0,0,0,0,0.137127,0,0,0,0,0,0,0,"Fitm1"
"6213","XLOC_006213",53.0506,82.8933,73.0125,290.668,261.033,260.64,68.2427,88.7766,79.1726,292.796,271.939,263.968,"Psme1"
"6214","XLOC_006214",24.3098,34.432,31.9327,114.59,118.695,116.257,31.3648,33.9205,34.2565,117.869,117.751,116.838,"Irf9,Rnf31"
"6215","XLOC_006215",0,0,0,0,0,0,0.014354,0,0,0,0,0.0572202,"Rec8"
"6216","XLOC_006216",0.237748,0.0535719,0.106265,0,0.0701476,0.141376,0.07419,0.20489,0.119475,0.134114,0.0698852,0.145403,"Tssk4"
"6217","XLOC_006217",15.7555,19.9302,15.9504,13.9627,15.5022,15.9524,18.42,16.7049,14.61,13.418,13.7844,15.1191,"Gmpr2"
"6218","XLOC_006218",6.00468,5.5581,5.86737,4.04988,3.87186,5.09011,5.65605,5.30764,4.95876,3.46973,3.11878,3.35364,"2610027L16Rik"
"6219","XLOC_006219",0.0348126,0,0,0,0,0,0,0,0,0,0,0,"Ltb4r2"
"6220","XLOC_006220",0.0475513,0,0.0409917,0.086758,0,0.0871369,0.116849,0.111315,0.147276,0,0,0,"Ltb4r1"
"6221","XLOC_006221",0,0,0,0,0,0,0,0.00860514,0,0,0,0,"Nfatc4"
"6222","XLOC_006222",0.487625,0.3467,0.421411,0.0176021,0,0,0.274264,0.18652,0.21796,0,0.0368234,0.0192257,"Nynrin"
"6223","XLOC_006223",7.14828,6.40746,6.60807,5.91344,5.20058,5.29852,7.11166,6.31414,7.07704,5.50672,5.1818,5.67063,"Khnyn"
"6224","XLOC_006224",0,0,0,0,0,0,0,0,0,0,0,0,"Cma2"
"6225","XLOC_006225",0,0,0,0,0,0,0,0,0,0,0,0,"Mcpt1"
"6226","XLOC_006226",0,0,0,0,0,0,0,0,0,0,0,0,"Mcpt2"
"6227","XLOC_006227",0,0,0,0,0,0,0,0,0,0,0,0,"Atp12a"
"6228","XLOC_006228",0.0488091,0.0816093,0.0521373,0.0250242,0.0536205,0.0510748,0.0276832,0.0529572,0.0603002,0.0399647,0.0559114,0.0155345,"Rnf17"
"6229","XLOC_006229",10.7577,9.88193,10.0037,26.9062,25.7593,25.6185,9.78106,9.29902,8.13235,27.2224,26.5533,27.4106,"Parp4"
"6230","XLOC_006230",3.26958,2.90859,3.00285,1.34396,0.905365,1.05599,2.90488,2.79616,2.43627,0.918019,0.850946,0.660116,"Mphosph8"
"6231","XLOC_006231",9.6704,10.0873,9.36949,5.15818,4.49289,5.44991,10.9369,8.37905,8.12192,3.76716,4.82446,4.68424,"Zmym2"
"6232","XLOC_006232",0,0,0,0,0,0,0,0,0,0,0,0,"B020004C17Rik"
"6233","XLOC_006233",1.20046,1.5787,1.61741,0.301633,0.402122,0.24683,1.33176,1.36624,1.49299,0.252099,0.32797,0.466558,"Ift88"
"6234","XLOC_006234",0,0,0,0,0,0.0903782,0,0.0331406,0,0,0,0.103554,"Il17d"
"6235","XLOC_006235",44.1044,44.1903,44.7141,56.6252,61.2451,50.9642,44.8584,46.166,49.474,51.873,55.6423,50.3622,"Sap18"
"6236","XLOC_006236",0,0,0,0,0,0,0,0,0,0,0,0,"Mir3077"
"6237","XLOC_006237",3.89545,5.42054,4.26476,3.09371,2.36879,3.35419,4.75516,5.4237,3.9018,2.80477,2.80281,3.43006,"Mrp63"
"6238","XLOC_006238",0,0.0376668,0.0288997,0.0191647,0.0857171,0,0,0.0120596,0.0132233,0,0.0211702,0,"Fgf9"
"6239","XLOC_006239",5.36777,5.63228,6.20535,14.4037,14.061,15.8435,5.93867,5.81068,5.69395,16.3674,17.9251,17.3063,"Rcbtb1"
"6240","XLOC_006240",9.62448,12.0409,10.6164,40.287,35.194,32.9084,9.55001,11.9761,10.7644,39.7888,36.9841,34.7151,"Cab39l"
"6241","XLOC_006241",0,0,0,0,0,0,0,0,0,0,0,0,"Shisa2"
"6242","XLOC_006242",33.9722,37.6002,38.9672,61.3583,59.451,61.5358,41.6428,41.1153,40.6279,67.1677,64.3019,68.84,"Mtmr6"
"6243","XLOC_006243",0,0,0,0,0.0478294,0.0198889,0.0211922,0,0,0.0663658,0,0.0219198,"Fam123a"
"6244","XLOC_006244",3.5529,4.2816,3.73468,9.21337,9.57064,8.77163,3.43223,3.39282,3.88334,8.17961,8.81845,8.35858,"Spata13"
"6245","XLOC_006245",0.0168134,0.0187151,0,0,0,0,0,0,0,0,0,0,"C1qtnf9"
"6246","XLOC_006246",2.89755,2.81329,2.86996,2.0725,2.12144,1.82767,3.20655,3.54254,3.17445,2.17965,2.49725,2.47179,"Mipep"
"6247","XLOC_006247",0.741265,0.566833,0.704525,0.0396555,0.0226892,0.0236773,0.727221,0.433742,0.658515,0.021568,0.111393,0.023668,"Sacs"
"6248","XLOC_006248",50.7166,43.4092,46.4727,5.53227,4.45204,5.91573,47.7903,45.6769,44.513,5.99271,6.3819,5.72889,"Arl11"
"6249","XLOC_006249",0,0,0,0,0,0,0,0,0,0,0,0,"4930556J02Rik"
"6250","XLOC_006250",2.70483,2.65591,2.39822,43.8654,36.421,35.65,2.46078,3.04389,2.84613,35.067,33.1946,29.5644,"Trim13"
"6251","XLOC_006251",0.635165,0.353242,0.0838228,0.740711,0.253375,0.306051,0.139007,0.141682,0.170978,0.8006,0.130984,0.47133,"Kcnrg"
"6252","XLOC_006252",6.84659,7.68793,6.15046,20.9749,21.0771,21.4582,6.58606,5.98996,7.34325,22.9445,22.5747,21.8924,"Rnaseh2b"
"6253","XLOC_006253",0.00868208,0,0,0.021038,0,0,0,0,0,0,0.0211262,0,"Fam124a"
"6254","XLOC_006254",0.0379303,0.0429956,0,0,0.124291,0,0.151937,0.145703,0.193168,0.115883,0,0,"Serpine3"
"6255","XLOC_006255",0,0,0,0,0,0,0,0,0,0.0845653,0,0,"4931440J10Rik"
"6256","XLOC_006256",24.0016,29.9239,28.5965,48.0931,46.2098,48.5275,30.5111,30.4163,28.1683,49.3271,48.9301,50.3707,"Wdfy2"
"6257","XLOC_006257",0,0,0,0,0,0,0,0,0.285235,0,0,0,"Defb47"
"6258","XLOC_006258",0,0,0,0,0,0,0,0,0,0,0,0,"Defb43"
"6259","XLOC_006259",0,0,0,0,0,0,0,0,0,0.218992,0,0,"Defb42"
"6260","XLOC_006260",0.0563012,0.0316192,0.0483512,0,0.0373691,0,0,0,0,0,0.0377834,0.0387958,"2700070H01Rik"
"6261","XLOC_006261",3350.99,3039.36,2947.54,2867.22,2908.79,3164.46,3571.14,3426.48,3026.15,3508.11,3507.47,3615.08,"Ctsb"
"6262","XLOC_006262",0.094282,0.1183,0.0906207,0,0,0,0.192387,0.133994,0.183055,0,0.0157198,0,"Fam167a"
"6263","XLOC_006263",0,0,0,0,0,0,0,0,0,0,0,0,"Xkr6"
"6264","XLOC_006264",0,0,0,0,0,0,0,0,0,0,0,0,"Mir598"
"6265","XLOC_006265",1.46006,1.57443,1.48529,1.31367,1.209,1.71016,1.1506,0.997423,0.911324,1.22979,0.661885,0.966439,"Pinx1"
"6266","XLOC_006266",0.0481573,0.0181499,0,0,0,0,0,0.0243021,0,0,0,0,"Sox7"
"6267","XLOC_006267",0,0,0,0,0,0,0,0,0,0,0,0,"Rp1l1"
"6268","XLOC_006268",0,0,0,0,0,0,0,0,0,0,0,0,"Prss51"
"6269","XLOC_006269",0,0,0,0,0,0,0,0,0,0,0,0,"Prss52"
"6270","XLOC_006270",0,0,0,0,0,0,0,0,0,0,0,0,"A930011O12Rik,Mir124a-1,Mir3078"
"6271","XLOC_006271",14.9443,11.5457,12.996,1.8827,2.44948,2.51409,12.2841,9.66904,10.3346,2.20767,2.27788,2.64058,"Kif13b"
"6272","XLOC_006272",7.4925,9.01021,8.30362,12.091,11.0841,12.278,8.00362,9.5461,8.77905,11.4686,10.0954,10.6244,"Ints9"
"6273","XLOC_006273",0,0,0,0,0,0,0,0,0,0,0,0,"Fbxo16"
"6274","XLOC_006274",12.5053,9.86118,11.4265,0.0884435,0.137358,0.150471,11.5048,9.57244,9.7948,0.108695,0.184591,0.137838,"Zfp395"
"6275","XLOC_006275",0,0,0,0,0,0,0,0.0106793,0,0,0,0,"Gm600"
"6276","XLOC_006276",0,0,0,0,0,0,0,0,0,0,0,0,"Scara5"
"6277","XLOC_006277",0.18957,0.376181,0.285082,0,0,0.0753068,0.331549,1.00974,1.13655,0,0.0623795,0,"Pbk"
"6278","XLOC_006278",4.69492,6.79486,5.5379,55.8641,52.8794,53.5802,5.16696,6.08709,5.40472,62.2909,57.6399,61.0599,"Ccdc25"
"6279","XLOC_006279",0.0263523,0,0,0,0,0,0.0209738,0,0,0,0.0418474,0,"Clu"
"6280","XLOC_006280",0.052296,0.0441771,0.0338702,0.16608,0.071963,0.167702,0.0205223,0,0.0342494,0.10379,0.159738,0.187832,"Chrna2"
"6281","XLOC_006281",24.5115,25.1089,27.7141,58.2237,54.5322,54.9161,24.5316,23.9292,24.1797,63.5404,61.5154,61.0985,"Trim35"
"6282","XLOC_006282",0.0596002,0.0331631,0.154873,0,0,0,0.0705255,0.0215818,0.0557933,0,0,0,"Stmn4"
"6283","XLOC_006283",6.37314,5.56488,5.09603,10.2056,10.6528,9.93621,4.58901,3.35081,4.04007,8.22513,8.42588,7.57572,"Adra1a"
"6284","XLOC_006284",0.0231599,0.0515914,0.0799574,0.028813,0.0322088,0,0.0184841,0.0168527,0.0997486,0.125087,0.0632686,0.0712424,"Gm5464"
"6285","XLOC_006285",0,0,0,0.0141283,0,0,0.0088474,0.00828773,0,0,0,0,"Pnma2"
"6286","XLOC_006286",0,0,0,0,0,0,0,0,0,0,0,0,"Ebf2"
"6287","XLOC_006287",2.02828,1.76644,1.8686,2.25978,2.74589,2.57437,2.0177,2.25304,1.95265,2.46131,2.52948,2.55735,"Kctd9"
"6288","XLOC_006288",0.123343,0.13671,0.105526,0,0.157662,0,0.28481,0.0914583,0,0,0,0,"Gnrh1"
"6289","XLOC_006289",0,0,0,0,0,0,0,0,0,0,0,0,"Nefl"
"6290","XLOC_006290",0,0,0,0,0,0,0,0,0,0,0,0,"A230070E04Rik"
"6291","XLOC_006291",0,0,0,0,0,0,0,0,0,0,0,0,"Stc1"
"6292","XLOC_006292",0,0,0,0,0,0,0,0,0,0,0,0,"Nkx2-6"
"6293","XLOC_006293",0,0,0,0,0,0,0,0,0,0,0,0,"Nkx3-1"
"6294","XLOC_006294",0,0,0,0,0,0,0,0,0,0,0,0,"Entpd4"
"6295","XLOC_006295",0,0,0,0,0,0,0,0,0,0,0,0,"Entpd4"
"6296","XLOC_006296",0.229745,0.294972,0.276782,0.684391,0.784057,0.737282,0.247588,0.251544,0.274944,0.78151,0.676282,0.743226,"Loxl2"
"6297","XLOC_006297",0.511862,0.382967,0.39596,0.233762,0.253714,0.334987,0.575673,0.501352,0.828768,0.385084,0.373108,0.183682,"Tnfrsf10b"
"6298","XLOC_006298",0,0,0,0,0,0,0,0,0,0,0,0,"Pebp4"
"6299","XLOC_006299",1.49314,0.408639,1.03454,0.0693318,0.343848,0.0331254,1.69487,0.861211,1.28162,0,0.140663,0.262483,"Egr3"
"6300","XLOC_006300",19.3473,20.4708,18.998,14.7462,12.9165,13.2595,24.3419,23.3366,21.0212,15.4605,15.4205,13.4541,"Bin3"
"6301","XLOC_006301",5.64591,1.43539,3.61995,0,0.565944,0,2.30807,1.04616,1.47405,0.566918,1.22347,0,"Sorbs3"
"6302","XLOC_006302",1.02831,0.916412,0.915304,0,0,0,0.858987,0.99825,0.885064,0,0.0441912,0.136089,NA
"6303","XLOC_006303",0,0,0,0,0,0,0,0,0,0,0,0,"Mir320"
"6304","XLOC_006304",0,0,0,0,0.0278923,0,0,0.0119987,0.0294477,0,0,0,"Phyhip"
"6305","XLOC_006305",0,0,0,0,0,0,0,0,0,0,0,0,"Lgi3"
"6306","XLOC_006306",7.63441,7.64034,7.68116,9.18621,9.81942,10.1622,7.66166,8.734,8.90202,8.46898,8.66789,6.34186,"Reep4"
"6307","XLOC_006307",0.0186128,0.0140116,0.0214243,0.0100004,0.0111498,0,0.0149326,0.00465482,0,0,0.0102497,0.0104816,"Hr"
"6308","XLOC_006308",2.72944,3.18398,2.51511,1.42042,1.57114,1.53622,2.78783,2.88985,2.46218,1.48293,1.46532,1.75763,"Nudt18"
"6309","XLOC_006309",13.231,12.6672,13.5262,7.64309,7.7035,7.19914,13.6353,14.2369,13.9326,8.87948,7.93023,8.96328,"Dok2"
"6310","XLOC_006310",0,0,0,0,0,0,0,0,0,0,0,0,"2410012E07Rik"
"6311","XLOC_006311",0,0.0144198,0.0333835,0,0,0,0,0,0.0220712,0,0,0,"Gfra2"
"6312","XLOC_006312",0,0,0,0,0,0,0,0,0,0,0,0,"Gm4251"
"6313","XLOC_006313",0,0,0,0,0,0,0,0,0,0,0,0,"4930434J06Rik"
"6314","XLOC_006314",0.344693,0.554317,0.694939,2.38821,1.93432,1.53108,0.5561,0.942369,0.861988,1.6617,1.53434,1.1312,"Gm9199"
"6315","XLOC_006315",76.4441,46.4731,61.0761,4.15804,5.06544,5.53845,72.7994,53.5682,51.5087,7.30882,6.8978,7.48297,"Rcbtb2"
"6316","XLOC_006316",29.2737,26.9499,29.3646,1.06425,0.98055,1.41419,32.2552,27.3007,27.457,1.54238,0.904289,1.26038,"Lpar6"
"6317","XLOC_006317",6.36428,7.01455,6.07547,7.09489,5.67785,6.01033,7.58361,7.86404,7.14475,4.55471,5.08012,5.69006,"Med4"
"6318","XLOC_006318",15.7438,15.5917,14.773,16.4494,15.6907,14.8573,15.4976,14.3069,14.3009,16.0754,15.3592,17.3249,"Sucla2"
"6319","XLOC_006319",0,0,0,0,0,0,0,0,0,0,0,0,"4933402J15Rik"
"6320","XLOC_006320",0.153247,0.171708,0.149188,0.318037,0.373701,0.39179,0.0342751,0.0993729,0.106135,0.296498,0.62011,0.457289,"Htr2a"
"6321","XLOC_006321",130.75,134.625,128.713,261.316,263.881,290.605,108.624,124.442,101.168,253.395,254.264,265.937,"Esd"
"6322","XLOC_006322",0,0,0,0,0,0,0,0,0,0,0,0,"Gm4278"
"6323","XLOC_006323",2.34242,2.18649,2.04539,11.2907,10.3098,9.79262,2.09201,2.02742,2.2323,11.6552,12.1984,12.0066,"5031414D18Rik"
"6324","XLOC_006324",280.477,295.869,305.527,1018.12,995.109,1081.37,241.971,284.837,253.422,1163.08,1172.05,1187.58,"Lcp1"
"6325","XLOC_006325",0,0,0,0,0,0,0,0,0,0,0,0,"Cpb2"
"6326","XLOC_006326",2.7522,2.48889,2.69073,2.69967,2.69371,2.73189,2.36076,2.20824,2.37896,2.4889,2.27261,2.14782,"Zc3h13"
"6327","XLOC_006327",0,0,0,0,0,0,0,0,0,0,0,0,"Siah3"
"6328","XLOC_006328",0,0,0,0,0,0,0,0,0,0,0,0,"4930564B18Rik"
"6329","XLOC_006329",1283.19,1291.21,1271.27,1610.9,1658.63,1590.92,1419.19,1297.13,1450.51,1820.77,1817.4,1846.36,"Tpt1"
"6330","XLOC_006330",0,0,45.8127,0,0,0,0,0,42.3163,0,78.9634,0,"Snora31"
"6331","XLOC_006331",0,0,0,0,0.0295262,0,0,0,0.0172233,0,0.0300901,0,"Kctd4"
"6332","XLOC_006332",2.08745,2.22374,2.3753,2.59691,2.1927,2.63122,2.48036,2.51711,2.34053,1.98688,1.80509,1.83797,"Nufip1"
"6333","XLOC_006333",10.6908,7.95037,9.88316,50.9152,57.1406,53.4304,9.31354,7.81241,7.64726,51.9376,54.5554,56.6614,"Tsc22d1"
"6334","XLOC_006334",0,0,0,0,0,0,0,0,0,0,0,0,"1700108F19Rik"
"6335","XLOC_006335",1.16316,1.61893,1.336,0.951998,0.714953,0.905607,1.46133,1.20697,1.59494,0.886651,0.688706,0.586234,"Ccdc122"
"6336","XLOC_006336",0.0353444,0.0131408,0,0,0.072247,0,0,0,0,0,0,0.0180199,"Enox1"
"6337","XLOC_006337",13.6102,36.995,31.5327,167.678,146.905,138.649,21.6678,35.7921,31.0541,157.307,144.753,136.918,"Epsti1"
"6338","XLOC_006338",6.80281,6.17417,7.03883,3.86024,4.19805,4.36177,6.36817,7.96515,6.59461,5.94634,4.93956,6.17509,"1300010F03Rik"
"6339","XLOC_006339",2.48954,2.42498,2.14084,0.556811,0.863807,0.553743,2.38834,2.15376,2.48935,0.37248,0.772945,0.441403,"Mtrf1"
"6340","XLOC_006340",3.59131,3.76908,4.22624,0.959379,1.62123,1.1469,4.29888,3.53592,5.0673,1.21383,1.08621,1.06714,"Kbtbd7"
"6341","XLOC_006341",0.191948,0.0242443,0.0734165,0,0,0,0.0516435,0.14311,0.0558736,0,0,0,"Gm5465"
"6342","XLOC_006342",24.1184,26.7005,25.231,45.3578,41.7826,38.7893,24.8794,24.7537,24.1057,43.5674,41.0361,37.8485,"Elf1"
"6343","XLOC_006343",20.0233,19.4476,20.2358,27.0427,26.948,27.4352,22.9941,21.9564,20.9873,28.7273,27.7035,31.1952,"Sugt1"
"6344","XLOC_006344",0,0,0,0,0,0,0,0,0,0,0,0,"4930452G13Rik"
"6345","XLOC_006345",0,0,0,0,0,0,0,0,0,0,0,0,"Mir759"
"6346","XLOC_006346",0.0414719,0,0,0,0,0,0,0,0,0.0538845,0,0,"Olfm4"
"6347","XLOC_006347",0.0103267,0,0,0,0.0153148,0,0,0,0,0.00722767,0,0,"Pcdh17"
"6348","XLOC_006348",0,0,0,0,0,0,0,0,0,0,0,0,"4930529K09Rik"
"6349","XLOC_006349",2.87555,3.07389,2.31298,1.02191,1.02806,0.933497,2.83849,3.51474,2.5475,0.944854,0.962794,0.97781,"Tdrd3"
"6350","XLOC_006350",0.0669118,0.0563022,0.0286827,0.0556534,0.062428,0,0.0682319,0.0890654,0.0316069,0.11222,0.0286767,0.0297317,"Gm5088"
"6351","XLOC_006351",0,0,0,0,0,0,0,0,0,0,0,0,"4930474H20Rik"
"6352","XLOC_006352",0,0,0,0,0,0,0,0,0,0,0,0,"4921530L21Rik"
"6353","XLOC_006353",0.374157,0.367182,0.382089,0.0310725,0.0678066,0,0.494662,0.45691,0.319739,0.064178,0.0997627,0.0713342,"6720463M24Rik"
"6354","XLOC_006354",1.71586,1.88505,1.7628,1.47115,1.15443,0.821344,1.73139,1.75454,2.01983,1.30902,0.945414,0.848057,"Pibf1"
"6355","XLOC_006355",0,0,0,0.047811,0.0511415,0,0,0,0,0,0.09564,0,"Klf5"
"6356","XLOC_006356",4.80442,3.16712,4.74128,1.33336,1.03754,1.54291,4.59363,5.1327,4.66244,1.1428,1.60202,1.76259,"Uchl3"
"6357","XLOC_006357",0,0,0,0,0,0,0,0,0,0,0,0,"Lmo7"
"6358","XLOC_006358",15.0482,40.3706,31.738,3635.65,3550.01,3766.66,7.29283,34.8477,20.1184,3940.88,3949.79,3955.09,"Irg1"
"6359","XLOC_006359",27.8894,28.818,27.137,95.0011,98.8333,96.7455,26.0713,28.2711,28.4083,98.5854,98.9067,97.8679,"Cln5"
"6360","XLOC_006360",0.0914547,0.0338363,0.0260856,0.0358875,0,0,0.0466986,0.0457404,0.0215802,0,0,0,"Scel"
"6361","XLOC_006361",0.0175248,0.0197462,0.0298674,0.0299127,0.0329719,0,0.0567045,0.0403475,0.0484004,0,0,0.0638418,"Slain1"
"6362","XLOC_006362",0,0,7.24286e-06,4.96985,4.63721,6.01781,0.0636759,0.0595724,0,4.07173,4.22989,5.57544,NA
"6363","XLOC_006363",0,0,0,0,0,0,0,0,0,0,0,0,"D130009I18Rik"
"6364","XLOC_006364",15.1357,12.823,13.5541,21.7655,19.6893,18.1466,12.9534,13.4323,13.2718,18.9267,19.7908,17.4221,"Ndfip2"
"6365","XLOC_006365",0,0,0,0,0,0,0,0,0.0241279,0,0,0,"5430440P10Rik"
"6366","XLOC_006366",0,0,0,0,0,0,0,0,0,0,0,0,"4930449E01Rik"
"6367","XLOC_006367",0,0,0,0,0,0,0,0,0,0,0,0,"Trim52"
"6368","XLOC_006368",0,0,0,0,0,0,0,0,0,0,0,0,"Mir3964"
"6369","XLOC_006369",0,0,0,0,0,0,0,0,0,0,0,0,"Slitrk5"
"6370","XLOC_006370",0,0,0,0,0,0,0,0,0,0,0,0,"Mir466"
"6371","XLOC_006371",0,0,0,0,0,0,0,0,0,0,0,0,"4930524C18Rik"
"6372","XLOC_006372",0,0,0,0,0,0,0,0,0,0,0,0,"Mir17"
"6373","XLOC_006373",0,0,0,0,0,0,0,0,0,0,0,0,"Mir18"
"6374","XLOC_006374",0,0,0,0,0,0,0,0,0,0,0,0,"Mir19a"
"6375","XLOC_006375",0,0,0,0,0,0,0,0,0,0,0,0,"Mir20a"
"6376","XLOC_006376",0.430246,0.680122,0.329441,0.34667,0.454588,0.61883,0.2326,0.119167,0.127208,0.334578,0.656771,0.485719,"Mir17hg,Mir19b-1"
"6377","XLOC_006377",0,0,0,0,0,0,0,0,0,0,0.0262648,0,"Gpc5"
"6378","XLOC_006378",0.019233,0.0107685,0.00821925,0,0,0.044684,0,0,0.0236443,0,0.041835,0.0147843,"Gpc6"
"6379","XLOC_006379",3.32978,3.20807,3.72697,0.957935,0.918939,0.954376,2.89188,3.238,2.38525,0.55764,0.432086,0.366679,"Gpr180"
"6380","XLOC_006380",0,0,0,0,0,0,0,0,0,0,0,0,"Gm9376"
"6381","XLOC_006381",0,0,0,0,0,0,0,0,0,0,0,0,"1700044C05Rik"
"6382","XLOC_006382",0,0,0,0,0.132484,0,0,0,0,0,0,0.137456,"Cldn10"
"6383","XLOC_006383",18.4714,16.9099,17.8906,8.30547,8.87803,8.24519,19.8501,18.3876,17.2038,10.0584,10.3741,10.7892,"Dnajc3"
"6384","XLOC_006384",0,0,0,0,0,0,0,0,0,0,0,0,"Hs6st3"
"6385","XLOC_006385",0,0,0,0,0,0,0,0,0,0,0,0,"1700006F04Rik"
"6386","XLOC_006386",25.4034,27.2398,28.4069,86.9787,79.4581,71.1472,25.2228,23.4926,23.9878,92.0956,89.9233,79.209,"Mbnl2"
"6387","XLOC_006387",23.9467,19.3552,21.2503,19.8284,22.3744,22.0049,26.6456,21.0166,20.9653,24.3955,23.6012,24.1214,"Rap2a"
"6388","XLOC_006388",27.9005,24.1966,25.9553,40.7671,42.0688,43.7662,22.2369,24.6568,21.0106,32.5904,32.8647,34.4491,"Ipo5"
"6389","XLOC_006389",0.0328571,0,0.0284279,0.0540207,0.0580067,0.0257021,0.00658419,0.0317165,0.00746332,0,0.0554536,0.0835969,"Farp1"
"6390","XLOC_006390",12.7532,12.2596,11.9536,10.4751,10.8014,10.2183,12.7969,13.0478,12.5542,9.85487,11.2575,10.9138,"Ubac2"
"6391","XLOC_006391",0,0,0,0,0,0.0861002,0,0,0,0,0,0,"Timm8a2"
