"","gene_id","WTn_1_WTn_2_WTn_3_0","WTn_1_WTn_2_WTn_3_1","WTn_1_WTn_2_WTn_3_2","WT6h_1_WT6h_2_WT6h_3_0","WT6h_1_WT6h_2_WT6h_3_1","WT6h_1_WT6h_2_WT6h_3_2","KOn_1_KOn_2_KOn_3_0","KOn_1_KOn_2_KOn_3_1","KOn_1_KOn_2_KOn_3_2","KO6h_1_KO6h_2_KO6h_3_0","KO6h_1_KO6h_2_KO6h_3_1","KO6h_1_KO6h_2_KO6h_3_2","gene_short_name"
"208","XLOC_000208",12.6799,12.6401,12.7752,12.3334,11.4896,10.7067,13.5332,14.7837,17.1515,13.0854,10.8823,12.1593,"Gmppa"
"209","XLOC_000209",0,0,0,0,0,0,0,0,0,0,0,0,"Accn4"
"210","XLOC_000210",0.0211813,0,0,0,0,0,0,0.0486678,0.0938297,0.0396421,0,0,"Tmem198"
"211","XLOC_000211",0,0,0,0,0,0,0,0,0,0,0,0,"Inha"
"212","XLOC_000212",9.66754,9.42983,9.51969,3.35344,3.64736,3.89523,10.7478,9.65174,10.5811,4.04273,3.99986,4.00641,"Stk11ip"
"213","XLOC_000213",0.0691304,0.136504,0.11261,0,0.0771847,0.0532476,0.0903671,0.0973678,0.101896,0.0284744,0,0.0290907,"Slc4a3"
"214","XLOC_000214",0,0,0,0,0,0,0,0,0,0,0,0,"Gm17751"
"215","XLOC_000215",0.0320845,0.0911128,0.0413673,0,0,0,0.0126788,0.012017,0.01308,0.0444354,0.0930169,0,"Sgpp2"
"216","XLOC_000216",0,0,0,0,0,0,0,0,0,0,0,0,"Mogat1"
"217","XLOC_000217",7.37164,9.32538,8.26266,1.19923,1.20642,1.35602,9.70538,10.0272,10.3363,0.991987,1.2275,1.55305,"Acsl3,Utp14b"
"218","XLOC_000218",0,0,0,0,0,0,0,0,0,0,0,0,"Kcne4"
"219","XLOC_000219",10.9836,10.9876,11.4838,13.8138,12.8318,13.4156,11.8464,12.1336,10.8999,13.4046,12.3395,13.2316,"Mrpl44"
"220","XLOC_000220",0,0,0,0,0,0,0,0,0,0,0,0,"1700016L21Rik"
"221","XLOC_000221",0,0.0122936,0,0.244131,0.373939,0.217311,0.00849751,0,0,0.0980776,0.116802,0.107544,"9430031J16Rik"
"222","XLOC_000222",8.59255,8.88818,8.66149,8.32682,8.11078,9.15427,8.9741,9.08904,9.14562,9.65254,10.2842,10.0913,"Rhbdd1"
"223","XLOC_000223",0,0.00892107,0,0.0323369,0.0174135,0.0168684,0.0031374,0.00596037,0,0.0387843,0.0169089,0.0402341,"Col4a3"
"224","XLOC_000224",25.0641,22.2301,23.2862,40.6981,42.0227,36.786,23.1168,23.0674,23.5596,45.1413,45.0861,42.6016,"Mff"
"225","XLOC_000225",11.884,12.3045,13.0362,60.4811,55.8274,53.2091,12.4417,11.5648,13.2227,56.1356,51.978,51.6876,"Agfg1"
"226","XLOC_000226",0,0,0,0,0,0,0,0,0,0,0,0,"Ccl20"
"227","XLOC_000227",0,0,0,0,0,0,0,0,0,0,0,0,"Wdr69"
"228","XLOC_000228",0,0,0,0,0,0,0,0,0,0,0,0,"Mir5126"
"229","XLOC_000229",3.02599,2.21428,2.72864,0.959444,1.10562,2.00013,2.06855,2.26175,2.77837,1.05638,1.55001,0.92963,"Fbxo36"
"230","XLOC_000230",2.28278,5.0256,4.05379,56.8933,59.3195,72.9884,4.69272,5.73086,7.14077,75.0876,73.0407,78.5208,NA
"231","XLOC_000231",0.450797,1.84326,1.05566,7.17945,8.31696,11.174,0.871724,1.15509,1.30159,7.03851,7.25694,8.72153,"Gm7609"
"232","XLOC_000232",2.18561,1.19727,2.61429,35.0775,10.9743,30.7115,2.12773,3.24776,1.94711,45.5941,33.4571,9.40646,NA
"233","XLOC_000233",8.75881,16.7918,12.6714,217.461,199.542,201.888,15.1314,18.9068,17.2545,208.456,199.906,194.832,"Sp140"
"234","XLOC_000234",23.679,63.8769,44.2655,237.529,216.199,216.471,36.2477,51.5559,46.696,234.839,228.173,225.126,"Sp100"
"235","XLOC_000235",46.4374,46.0284,49.5861,57.3928,53.3642,46.4186,44.5664,42.9993,48.352,57.4106,49.8926,47.9707,"Cab39"
"236","XLOC_000236",75.8984,74.3741,68.5384,68.4522,67.4327,70.0883,92.696,88.1412,97.725,91.8341,88.128,89.2931,"Itm2c"
"237","XLOC_000237",0,0,0,0,0,0,0,0,0,0,0,0,"4933407L21Rik"
"238","XLOC_000238",0,0,0,0,0,0,0,0,0,0,0,0,"Spata3"
"239","XLOC_000239",0,0,0,0,0,0,0,0,0,0,0,0,"2810459M11Rik"
"240","XLOC_000240",42.116,36.3716,38.2212,30.5012,28.0659,30.6595,32.3986,34.5597,33.8455,29.7188,31.8854,30.2188,"Psmd1"
"241","XLOC_000241",1.7233,1.20694,1.92543,0.216342,0.16136,0.228101,1.14451,1.62322,1.51696,0.137933,0.166321,0.13436,"Armc9"
"242","XLOC_000242",3.23509,2.00419,2.51823,2.01194,1.74131,1.97619,2.44476,2.2335,2.27146,1.57799,1.95459,1.92672,"B3gnt7"
"243","XLOC_000243",0.240711,0.164024,0.124884,0,0.15348,0,0.0773127,0.179371,0.0875864,0,0,0.0821552,"C130036L24Rik"
"244","XLOC_000244",0,0,0,0,0,0,0,0,0,0,0,0,"1700019O17Rik"
"245","XLOC_000245",193.585,200.013,201.893,296.904,276.379,270.806,164.984,183.629,209.139,274.514,243.878,225.31,"Ptma"
"246","XLOC_000246",4.43471,4.05017,3.65091,5.99379,5.47428,6.82256,3.70636,4.64137,3.52354,5.70515,5.2933,5.72038,"Cops7b"
"247","XLOC_000247",5.99978,5.25092,5.41965,5.58524,5.08298,5.33792,6.05057,5.2904,5.45258,5.66531,5.02751,5.18662,"Dis3l2"
"248","XLOC_000248",0,0,0,0,0,0,0,0,0,0,0,0,"Akp3"
"249","XLOC_000249",0,0,0,0,0.0509587,0.0416377,0,0.0178994,0,0.0448185,0,0.0460066,"Prss56"
"250","XLOC_000250",0,0,0,0,0,0,0,0,0,0,0,0,"Chrnd"
"251","XLOC_000251",0,0,0,0,0,0,0,0.0199917,0.0253381,0,0,0,"Chrng"
"252","XLOC_000252",20.302,20.4278,20.5125,38.3067,38.0329,42.0217,22.4061,21.6992,21.9158,40.0645,40.0995,40.0063,"Eif4e2"
"253","XLOC_000253",0.0604165,0.102028,0.0781619,0.0485651,0.215226,0,0,0.0232522,0.059984,0.0981567,0,0,"Efhd1"
"254","XLOC_000254",6.35891,6.54801,6.48771,8.75037,7.81324,8.18775,5.65407,5.10336,6.53753,6.96303,7.55846,4.78506,"Gigyf2"
"255","XLOC_000255",0,0,0,0,0,0,0,0,0,0,0,0,"3110079O15Rik"
"256","XLOC_000256",0,0,0,0,0,0,0,0.0261587,0,0,0,0,"Neu2"
"257","XLOC_000257",47.3073,44.1672,48.3853,3.94437,2.80412,3.42433,46.762,44.439,41.1555,3.41243,4.02521,3.74387,"Inpp5d"
"258","XLOC_000258",4.97679,4.90973,5.17235,17.6419,17.0099,18.3169,4.42249,5.09625,4.69085,15.4766,15.9516,15.3105,"Atg16l1"
"259","XLOC_000259",0,0,1.11011,0,4.76506,4.45125,0,0,0,0,0,0,"Scarna6"
"260","XLOC_000260",0.0572885,0.289848,0.123422,0.27074,0.244573,0.325108,0.244578,0.172306,0.19081,0.1574,0.122533,0.167124,"Sag"
"261","XLOC_000261",18.7963,15.9185,17.046,9.82242,9.74099,10.5281,20.9683,19.6536,17.2675,11.1932,11.2948,11.1593,"Dgkd"
"262","XLOC_000262",57.297,55.0017,55.5123,37.7531,37.146,44.5311,62.8227,58.4637,55.6129,43.0752,43.8107,47.7035,"Ugt1a1,Ugt1a10,Ugt1a2,Ugt1a5,Ugt1a6a,Ugt1a6b,Ugt1a7c,Ugt1a9"
"263","XLOC_000263",0,0.0132994,0.0101119,0.00819428,0.0267084,0.0175177,0.0139247,0.0133046,0,0.0337184,0.00868852,0.00909283,"Heatr7b1"
"264","XLOC_000264",0,0,0,0,0,0,0,0,0,0,0,0,"Trpm8"
"265","XLOC_000265",0,0,0,0,0,0,0,0,0,0,0,0,"Spp2"
"266","XLOC_000266",0,0.0221346,0,0,0,0,0.0620939,0,0,0,0.0263041,0,"Gm19589"
"267","XLOC_000267",0,0,0,0,0,0,0,0,0,0,0,0,"2410088K16Rik"
"268","XLOC_000268",0,0,0,0,0,0,0,0,0,0,0.340363,0,"1700067G17Rik"
"269","XLOC_000269",1.41734,1.5543,1.53388,16.6437,15.6501,17.3229,1.6261,1.59859,1.52597,16.4384,16.1048,14.8146,"Sh3bp4"
"270","XLOC_000270",3.21497,2.62917,2.74944,0.334396,0.353732,0.450462,2.29549,2.13448,2.31472,0.409495,0.423902,0.407574,"Agap1"
"271","XLOC_000271",0,0,0,0,0,0.0406719,0.021435,0,0,0,0,0,"Cxcr7"
"272","XLOC_000272",16.9618,16.9105,16.285,42.4293,38.3413,42.031,16.3186,16.1058,16.1052,38.4686,39.9203,42.4456,"Cops8"
"273","XLOC_000273",0.0163961,0.0462778,0.0430052,0,0,0.0112428,0.0383656,0.00620508,0.0475915,0,0,0,"Mlph"
"274","XLOC_000274",0,0,0,0,0,0,0,0,0,0,0,0,"Prlh"
"275","XLOC_000275",13.1736,13.0845,13.0063,5.37511,5.45595,5.28219,12.6154,12.7113,12.5024,4.41776,3.69893,3.64879,"Lrrfip1"
"276","XLOC_000276",0.0305259,0.0341993,0.0130092,0.0175895,0,0.0215628,0,0.0115072,0.0568772,0,0,0,"Rbm44"
"277","XLOC_000277",3.92278,2.59615,2.27524,2.09682,1.75041,2.13821,4.47692,3.03592,3.31854,3.05028,3.0103,2.45899,"Ramp1"
"278","XLOC_000278",34.2748,36.7024,31.6385,122.249,118.825,128.557,33.1999,34.0534,35.849,132.964,119.306,137.341,"Ube2f"
"279","XLOC_000279",8.15677,8.52241,7.97842,11.893,11.8981,11.9997,8.29938,8.36697,8.53074,10.6628,10.9594,11.0582,"Scly"
"280","XLOC_000280",0,0.0328051,0.00624496,0,0,0,0.0176104,0,0,0,0.0126276,0,"Espnl"
"281","XLOC_000281",0,0,0,0,0,0,0,0,0,0,0,0,"Klhl30"
"282","XLOC_000282",0.0346847,0.0390996,0.044309,0.112752,0.155334,0.0832565,0.0276689,0.0532867,0.0305925,0.172147,0.17591,0.0901495,"Fam132b"
"283","XLOC_000283",0.600759,0.610527,0.940808,0.348868,0.350645,0.480737,0.444924,0.526416,0.585111,0.30363,0.362893,0.315152,"Traf3ip1"
"284","XLOC_000284",1.34244,0.986325,1.15823,2.03794,2.3777,2.21348,1.1006,1.14547,0.858232,1.88388,2.37873,1.87943,"Asb1"
"285","XLOC_000285",0.0382079,0,0,0,0,0,0,0.0303898,0,0,0,0,"Twist2"
"286","XLOC_000286",0,0,0,0,0,0,0,0,0,0,0,0,"Olfr1413"
"287","XLOC_000287",0,0,0,0,0,0,0,0,0,0,0,0,"Olfr1412"
"288","XLOC_000288",0,0,0,0,0,0,0,0,0,0,0,0,"Olfr1411"
"289","XLOC_000289",0,0,0,0,0,0,0,0,0,0,0,0,"Olfr1410"
"290","XLOC_000290",0,0,0,0,0,0,0,0,0,0,0,0,"Olfr12"
"291","XLOC_000291",0.259373,0.2822,0.4094,8.1365,8.25263,7.89941,0.110825,0.324811,0.243891,7.59529,7.7654,7.55356,"Gpc1"
"292","XLOC_000292",0,0,0,0,0,0,0,0,0,0,0,0,"Mir149"
"293","XLOC_000293",2.50503,3.4781,3.8297,22.1912,23.7657,23.4492,3.41854,4.89869,3.30243,21.2545,23.2281,25.5019,"Dusp28"
"294","XLOC_000294",25.7165,22.8911,24.39,95.0792,91.2391,90.1798,27.4712,26.2117,26.1629,97.5755,94.606,90.2905,"Rnpepl1"
"295","XLOC_000295",1.56428,1.77339,1.58054,2.09061,2.23418,1.85061,2.3321,2.00087,2.04178,1.89424,2.11456,2.06592,"Capn10"
"296","XLOC_000296",0.775155,1.02361,0.820286,0.92101,0.640965,0.599727,1.50667,1.47327,1.25634,0.771445,0.703988,0.56893,"Gpr35"
"297","XLOC_000297",0,0,0,0,0,0,0,0,0,0,0,0,"Aqp12"
"298","XLOC_000298",0,0,0,0,0,0,0,0,0,0,0,0,"Agxt"
"299","XLOC_000299",0.018402,0,0.00790804,0,0,0.0443475,0.00739087,0,0,0,0.0158382,0.0162585,"Sned1"
"300","XLOC_000300",8.9898,9.70192,9.63034,6.97395,7.48258,7.81829,8.57349,9.47478,8.51816,7.13803,7.39965,7.25064,"Ppp1r7"
"301","XLOC_000301",0,0.0363201,0,0,0,0,0,0.0123037,0,0,0,0,"Ano7"
"302","XLOC_000302",78.1579,84.5312,77.5964,131.179,121.27,113.889,83.7978,83.6882,78.3711,132.273,124.553,123.867,"Sept2"
"303","XLOC_000303",1.72752,1.77707,2.23664,0.458981,0.423288,0.50066,1.98047,1.37423,1.7766,0.506687,0.551396,0.62351,"Farp2"
"304","XLOC_000304",0,0,0,0.0545879,0.063292,0,0,0,0,0,0,0,"Bok"
"305","XLOC_000305",14.0328,11.6551,13.1982,15.7363,18.3312,21.5577,14.5457,15.054,12.1996,16.4213,16.1771,18.1458,"Atg4b"
"306","XLOC_000306",3.36271,2.96654,3.12935,3.08289,2.58301,3.2047,3.01732,3.21696,3.49871,2.09491,2.41176,2.52564,"Ing5"
"307","XLOC_000307",4.29489,4.3613,4.62365,0.382366,0.654937,0.904798,4.90589,5.11892,4.78017,1.05592,0.828169,0.6273,"D2hgdh"
"308","XLOC_000308",0,0,0,0,0,0,0,0,0,0,0,0,"Gal3st2"
"309","XLOC_000309",0,0,0,0,0,0,0,0,0,0,0,0,"Gm9994"
"310","XLOC_000310",0.0113532,0,0,0,0,0,0.00891426,0,0,0,0,0,"Gm6086"
"311","XLOC_000311",0,0,0,0,0,0,0,0,0,0,0,0,"Neu4"
"312","XLOC_000312",0,0,0,0,0,0,0,0,0,0,0,0,"4930440C22Rik"
"313","XLOC_000313",16.3777,16.4045,16.0756,19.8403,18.6176,17.3457,20.505,17.8454,18.5507,21.1296,20.162,18.0918,"Fam174a"
"314","XLOC_000314",1.66486,1.2514,1.11871,0.766275,0.888705,0.758312,1.06768,1.71218,1.28334,0.878958,0.73132,1.07907,"Gin1"
"315","XLOC_000315",0,0,0,0,0,0,0,0,0,0,0,0.0656284,"1810006J02Rik"
"316","XLOC_000316",0,0,0,0,0,0,0,0,0,0,0,0,"Slco6d1"
"317","XLOC_000317",0,0,0,0,0,0,0,0,0,0,0,0,"Cntnap5b"
"318","XLOC_000318",0,0,0,0,0,0,0,0,0,0,0,0,"Gm20268"
"319","XLOC_000319",0,0,0,0,0,0,0,0,0,0,0,0,"Cdh20"
"320","XLOC_000320",6.16719,6.69653,6.06595,9.2739,6.64259,6.99963,5.85994,5.05404,5.23103,7.7221,6.06092,7.07722,"2310035C23Rik"
"321","XLOC_000321",12.3529,14.8136,15.5599,46.3013,44.0502,39.625,11.8744,12.0333,11.6248,43.7497,45.9986,45.6334,"Tnfrsf11a"
"322","XLOC_000322",5.95591,7.4547,7.2795,43.8421,41.4423,38.9857,5.48161,5.8446,6.73956,41.6856,39.6043,37.8665,"Zcchc2"
"323","XLOC_000323",3.65601,3.72279,3.6747,32.1279,31.5193,27.4096,3.77926,3.47023,3.67344,25.8211,23.3563,22.1323,"Phlpp1"
"324","XLOC_000324",0,0,0,0,0,0,0,0,0,0,0,0,"Serpinb5"
"325","XLOC_000325",0.119144,0.132658,0.204182,0.0439664,0.0924157,0,0.0304109,0.0586023,0.059993,0.0458439,0.0968426,0,"Serpinb12"
"326","XLOC_000326",0,0,0,0,0,0,0,0,0,0,0,0,"Serpinb13"
"327","XLOC_000327",0,0,0,0,0,0,0,0,0,0,0,0,"Serpinb11"
"328","XLOC_000328",0,0,0,0,0,0,0,0,0,0,0,0,"Serpinb7"
"329","XLOC_000329",0.352859,0.236752,0.0300128,7.05449,5.91078,7.859,0.144442,0.207936,0.146768,4.97891,5.39113,5.16511,"Serpinb2"
"330","XLOC_000330",0,0,0,0,0,0,0,0,0.0144743,0,0,0,"Serpinb10-ps"
"331","XLOC_000331",5.78868,5.40992,4.84824,2.2004,2.72326,1.84295,2.34336,3.7466,3.95255,2.744,1.40118,2.05377,"Serpinb8"
"332","XLOC_000332",0,0,0,0,0,0,0,0,0,0,0,0,"Cdh7"
"333","XLOC_000333",0,0,0,0,0,0,0,0,0,0,0,0,"Cntnap5a"
"334","XLOC_000334",9.36798,9.22729,9.78631,6.41341,5.81856,6.76653,9.41547,7.78092,6.95682,4.85974,4.70424,5.55857,"Mki67ip"
"335","XLOC_000335",4.01634,3.79664,3.77618,5.49163,4.98581,5.34706,4.07279,3.43108,3.59487,6.0144,5.87938,6.14794,"Clasp1"
"336","XLOC_000336",0,0.00752951,0.00571663,0.0164856,0.0457915,0.0101166,0,0,0,0.0347322,0.0181417,0.0296973,"Tfcp2l1"
"337","XLOC_000337",7.4636,7.85423,7.87533,16.4953,14.1143,15.1243,7.56326,7.02518,6.65438,12.2942,13.8268,13.5845,"Tmem185b"
"338","XLOC_000338",0,0,0,0,0,0,0,0,0.114365,0,0,0,"Sctr"
"339","XLOC_000339",3.05507,2.95119,2.10513,0.844909,1.47884,3.06963,1.94145,3.50313,2.55928,1.61739,2.14306,2.67152,"3110009E18Rik"
"340","XLOC_000340",0,0,0,0,0,0,0,0,0,0,0,0,"C1ql2"
"341","XLOC_000341",0,0,0,0,0,0,0,0,0,0,0,0,"En1"
"342","XLOC_000342",0,0,0,0,0,0,0,0,0,0,0,0,"B230209K01Rik"
"343","XLOC_000343",6.98237,6.48565,6.48815,2.24254,2.12265,2.15785,6.35662,6.77614,6.80113,2.24784,2.2049,2.48493,"Ccdc93"
"344","XLOC_000344",26.4519,25.8651,27.4089,23.6714,25.3334,24.1593,28.6222,25.6218,25.6069,27.0034,25.3454,25.4082,"Slc35f5"
"345","XLOC_000345",0,0,0,0,0,0,0,0,0,0,0,0,"Gpr39"
"346","XLOC_000346",14.4292,13.6982,14.2134,2.82302,2.98459,3.11011,14.0856,12.3814,12.9066,2.79817,2.80933,3.46842,"Mgat5"
"347","XLOC_000347",0,0,0.0239618,0,0,0,0,0,0,0,0,0,"Acmsd"
"348","XLOC_000348",5.96353,5.79251,5.2396,10.1449,10.299,10.1782,4.77126,4.48799,4.94139,9.97983,9.23762,9.44219,"Ccnt2"
"349","XLOC_000349",10.6842,9.37263,8.86284,10.186,9.58739,9.09088,10.0969,9.08271,8.7319,9.99665,9.84803,10.3702,"Rab3gap1"
"350","XLOC_000350",9.07266,7.69202,8.85602,5.22517,4.2561,3.83923,8.40963,8.42888,8.25406,3.72641,3.72002,3.90372,"R3hdm1"
"351","XLOC_000351",0,0,0,0,0,0,0,0,0,0,0,0,"Mir128-1"
"352","XLOC_000352",14.4656,13.7598,12.6441,15.3985,14.2784,14.272,14.567,13.6568,13.8287,14.8954,13.4397,13.248,"Ubxn4"
"353","XLOC_000353",0,0,0,0,0,0,0,0,0,0,0,0,"Thsd7b"
"354","XLOC_000354",1.4865,1.59365,1.62249,1.80824,1.8954,1.81635,1.60225,1.49769,1.67329,1.85839,1.48291,1.6717,"Yod1"
"355","XLOC_000355",0.207809,0.232797,0.223794,0.132478,0.060443,0.0552185,0.194499,0.139161,0.180835,0.0769064,0.116264,0.0388643,"AA986860"
"356","XLOC_000356",0,0,0,0,0,0,0,0,0,0,0,0,"Fcamr"
"357","XLOC_000357",0,0,0,0.0196979,0,0,0,0,0.00707533,0,0,0.010426,"Pigr"
"358","XLOC_000358",0,0,0,0.0473153,0.0507242,0.0463297,0,0,0,0,0.0493813,0,"Faim3"
"359","XLOC_000359",0.457406,1.66663,0.968723,35.4976,26.2793,23.7809,1.0591,1.40483,1.16718,25.757,22.7394,21.4378,"Il10"
"360","XLOC_000360",6.71601,6.4035,6.17719,3.6603,3.55859,3.70966,7.26614,8.43542,7.89036,4.65127,4.14674,3.94242,"Eif2d"
"361","XLOC_000361",0.735439,1.64081,1.14834,3.04771,2.46057,3.0331,1.05579,1.47501,0.961499,2.92863,3.0346,3.52629,"Fam72a"
"362","XLOC_000362",0,0,0,0,0,0,0,0,0,0.0143086,0,0,"Avpr1b"
"363","XLOC_000363",1.62746,1.0208,1.03135,0.867409,1.07399,1.43299,1.51501,1.14615,1.17874,0.774647,1.19165,1.92578,"Ctse"
"364","XLOC_000364",50.11,44.6157,45.0569,21.1968,21.3943,23.1268,42.0566,42.9688,39.819,26.8941,26.1959,25.0924,"5430435G22Rik"
"365","XLOC_000365",0,0,0.0528996,0.107197,0.0469759,0,0,0.0232515,0.0129526,0.066126,0.0461548,0.0484379,"Slc26a9"
"366","XLOC_000366",0.0144056,0.0161705,0,0,0,0,0.0112813,0,0,0,0,0,"Pm20d1"
"367","XLOC_000367",1.91988,1.7606,1.92646,0.565265,0.438789,0.632795,2.48413,1.92485,2.21488,0.53679,0.640901,0.388199,"Slc41a1"
"368","XLOC_000368",13.7926,13.4656,12.1772,29.9567,24.7981,25.6519,16.0534,16.4907,15.686,36.3893,38.5137,35.8606,"Rab7l1"
"369","XLOC_000369",15.1743,15.3568,18.11,20.4829,20.2432,16.3612,14.5314,14.2553,17.4478,16.4454,15.5578,13.4121,"Nucks1"
"370","XLOC_000370",0.0640363,0.068971,0.0542863,0.520133,0.328144,0.484739,0.0493132,0.0767972,0.0307375,0.321127,0.127573,0.377193,"Slc45a3"
"371","XLOC_000371",5.06449,5.32915,6.43898,6.70093,6.5449,5.98115,5.49437,5.2181,6.07575,5.1872,5.27762,5.59404,"Elk4"
"372","XLOC_000372",0,0,0,0,0,0,0,0,0,0,0,0,"Lemd1"
"373","XLOC_000373",0,0,0,0,0,0,0,0,0,0,0,0,"Mir135b"
"374","XLOC_000374",0,0.0111603,0.00852124,0,0,0,0,0,0,0,0,0,"Klhdc8a"
"375","XLOC_000375",7.46899,8.50639,8.05301,14.2668,14.9793,14.9181,8.77188,9.0668,8.78545,16.0584,16.2533,16.4575,"Nuak2"
"376","XLOC_000376",7.1218,6.74361,7.96504,1.31342,1.30837,1.5587,7.34768,7.19887,7.49631,1.64669,1.77645,1.91387,"Dstyk"
"377","XLOC_000377",10.952,11.0548,10.6216,9.53638,8.22052,8.78508,11.1011,10.8078,10.7592,9.29116,8.23038,8.87921,"Rbbp5,Tmem81"
"378","XLOC_000378",0,0,0,0,0,0,0,0,0,0,0,0,"Gm10538"
"379","XLOC_000379",0.034897,0.0133393,0,0.0211055,0,0,0,0,0,0,0,0,"Lrrn2"
"380","XLOC_000380",0,0.00652422,0.00499043,0.00889531,0,0.0184862,0,0.00869917,0,0.0181546,0.0186915,0,"Pik3c2b"
"381","XLOC_000381",14.2084,14.6274,14.4944,138.443,132.613,113.576,14.7953,14.0742,14.5821,134.528,124.726,127.152,"Ppp1r15b"
"382","XLOC_000382",0,0,0,0.00833302,0,0,0.00438099,0.0168122,0,0.0169481,0.0258923,0.0265669,"Plekha6"
"383","XLOC_000383",0,0,0,0,0,0,0,0,0,0,0,0,"Golt1a"
"384","XLOC_000384",0,0,0,0,0,0,0,0,0,0,0,0,"Kiss1"
"385","XLOC_000385",0,0,0,0,0,0,0,0,0,0,0,0,"Ren1,Ren2"
"386","XLOC_000386",0,0,0,0.162511,0.0742608,0.268214,0,0,0,0.133086,0.236887,0.0721863,"Etnk2"
"387","XLOC_000387",0,0,0,0.0251482,0,0,0,0,0,0,0,0,"Fmod"
"388","XLOC_000388",0.0241247,0,0,0,0,0,0,0,0,0,0,0,"Chit1"
"389","XLOC_000389",0,0,0,0.0357877,0,0,0.0420587,0.0397501,0,0.0740816,0.11429,0.040085,"Chi3l1"
"390","XLOC_000390",0,0,0,0,0,0,0,0,0,0,0,0,"Mybph"
"391","XLOC_000391",0,0,0,0,0,0,0.0228198,0,0,0,0,0,"Myog"
"392","XLOC_000392",0.0432484,0.0975305,0.110845,0.112634,0,0,0.0337854,0.0329154,0,0,0,0,"4933406M09Rik"
"393","XLOC_000393",27.023,23.4717,24.6922,6.62464,6.48141,8.12527,26.2531,24.46,22.0446,7.62809,7.43418,7.68521,"Cyb5r1"
"394","XLOC_000394",133.366,105.398,112.711,38.9713,39.6322,36.5491,138.684,122.362,128.421,39.5638,43.4913,40.1448,"Adipor1"
"395","XLOC_000395",2.82748,2.39412,2.50108,1.25253,1.38759,1.41683,2.41754,2.23654,2.13493,0.785372,0.976734,1.49393,"Klhl12"
"396","XLOC_000396",12.2104,10.7688,10.9154,11.8021,11.8563,10.4367,10.8855,10.3714,9.76429,9.70505,11.0748,11.7379,"Rabif"
"397","XLOC_000397",4.87941,3.63893,3.94568,0.875608,0.606282,0.774556,4.04109,3.19312,2.98329,0.54797,0.616983,0.739258,"Kdm5b"
"398","XLOC_000398",0,0,0,0.0157188,0,0,0.00909054,0,0,0,0,0.0166724,"Syt2"
"399","XLOC_000399",0.518712,0.437672,0.631905,0.315401,0.274179,0.0659958,0.138178,0.662258,0.413691,0.2576,0,0.137371,"Ube2t"
"400","XLOC_000400",8.20339,8.05728,8.7412,4.591,4.58628,4.41129,7.70132,9.69674,8.40907,4.72945,4.24178,4.43708,"Ptpn7"
"401","XLOC_000401",46.6014,42.9251,44.7499,119.995,120.295,110.012,44.3339,39.098,46.5011,104.91,105.817,95.892,"Arl8a"
"402","XLOC_000402",0,0,0,0,0,0,0,0,0,0,0.0106613,0,"Lmod1"
"403","XLOC_000403",30.5122,31.7666,30.0134,261.843,275.819,288.765,34.2538,39.037,39.7786,371.32,371.26,366.553,"Csrp1"
"404","XLOC_000404",4.42693,5.30373,4.81646,0.356555,0.623734,0.613818,6.86748,6.17322,6.67096,0.954252,0.753807,1.29978,"Phlda3"
"405","XLOC_000405",0,0,0.0351982,0,0,0,0,0,0,0,0,0,"Tnni1"
"406","XLOC_000406",0.0211964,0.130899,0.128646,11.637,13.5926,12.5782,0.00853561,0.0165662,0.0294914,17.1871,18.8116,16.8983,"Lad1"
"407","XLOC_000407",0,0,0,0.0231659,0,0,0,0,0,0,0,0,"Tnnt2"
"408","XLOC_000408",5.98531,5.17751,5.95294,1.5133,2.17314,1.84581,6.5155,5.67432,6.04328,2.31786,2.26986,2.65924,"Tmem9"
"409","XLOC_000409",0,0,0,0,0,0,0,0,0.00595968,0,0,0,"Cacna1s"
"410","XLOC_000410",4.98873,3.90344,4.57615,0.355398,0.235813,0.352379,4.19768,3.84276,3.96517,0.214721,0.285452,0.240626,"Kif21b"
"411","XLOC_000411",1.64548,1.84824,1.86732,1.57004,1.2835,1.27686,1.49148,1.79624,1.38757,1.4596,1.21558,1.48566,"Ddx59"
"412","XLOC_000412",0.0186146,0.0208523,0.0320661,0,0,0,0.0772997,0.116113,0.0948114,0,0,0.0177216,"Kif14"
"413","XLOC_000413",5.90589,5.88826,5.91645,40.3515,33.8733,29.4158,5.63637,4.86698,4.74968,40.0295,34.9808,32.0862,"Zfp281"
"414","XLOC_000414",0.15618,0.410521,0.368388,0.803608,0.641703,1.53684,1.14077,0.754109,0.261652,1.83358,2.46368,2.7083,"Gm19705"
"415","XLOC_000415",0,0,0,0,0,0,0,0,0,0,0,0,"Gm16880"
"416","XLOC_000416",0,0,0,0,0,0,0,0,0,0,0,0,"Mir181a-1"
"417","XLOC_000417",0,0,0,0,0,0,0,0,0,0,0,0,"Mir181b-1"
"418","XLOC_000418",0,0,0,0,0,0,0,0,0,0,0,0,"Atp6v1g3"
"419","XLOC_000419",5.93107,8.70763,7.65201,39.3794,36.8132,29.8358,7.46435,7.69005,7.32358,34.2209,31.5522,29.6934,"Dennd1b"
"420","XLOC_000420",0,0,0,0,0,0,0,0,0,0,0,0,"4933436E23Rik"
